Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Age_Group,Attrition_Flag_Original,Attrition_Flag_Existing Customer
48,F,4,College,Single,Less than $40K,Blue,38,4,3,3,4894.0,1505,3389.0,0.78,3277.0,67,0.558,0.308,Middle-aged,Existing Customer,1
35,M,2,High School,Single,$120K +,Blue,36,4,2,3,23836.25,1250,26139.0,0.641,2754.0,60,0.463,0.046,Young,Existing Customer,1
30,F,0,Post-Graduate,Single,Less than $40K,Blue,18,6,3,2,2132.0,797,1335.0,0.779,3265.0,74,0.574,0.374,Young,Existing Customer,1
37,M,3,High School,Single,$80K - $120K,Blue,24,5,3,2,6590.0,0,6590.0,0.714,2449.0,67,0.634,0.0,Middle-aged,Existing Customer,1
53,F,2,Graduate,Married,Less than $40K,Blue,36,6,1,3,3176.0,1470,1706.0,0.388,1634.0,53,0.472,0.463,Middle-aged,Existing Customer,1
37,M,1,Graduate,Single,$60K - $80K,Blue,27,4,1,3,4288.0,2349,1939.0,0.718,2591.0,57,0.541,0.548,Middle-aged,Existing Customer,1
65,F,0,Uneducated,Single,Unknown,Blue,56,5,3,5,20130.0,2355,17775.0,0.716,2444.0,49,0.633,0.117,Older,Existing Customer,1
48,M,2,Doctorate,Single,Less than $40K,Blue,43,3,3,2,5945.0,1685,4260.0,0.9,3598.0,67,0.718,0.283,Middle-aged,Existing Customer,1
37,M,1,Graduate,Married,$40K - $60K,Blue,17,3,1,4,3350.0,0,3350.0,1.316,2849.0,61,0.694,0.0,Middle-aged,Existing Customer,1
35,M,1,High School,Married,$60K - $80K,Blue,26,4,3,2,4008.0,1841,2167.0,1.504,2794.0,58,1.148,0.459,Young,Existing Customer,1
35,F,3,Graduate,Single,Less than $40K,Blue,27,3,3,2,5780.0,938,4842.0,0.988,2960.0,65,0.757,0.162,Young,Existing Customer,1
49,F,2,High School,Unknown,$40K - $60K,Blue,38,4,1,2,2497.0,1674,823.0,0.701,2922.0,53,0.963,0.67,Middle-aged,Existing Customer,1
26,F,0,High School,Single,Unknown,Blue,13,3,3,4,10286.0,2286,8000.0,0.671,2564.0,57,0.462,0.222,Young,Existing Customer,1
58,M,1,Unknown,Married,$60K - $80K,Blue,36,3,1,3,2347.0,2163,184.0,0.615,1631.0,40,0.29,0.922,Older,Existing Customer,1
29,F,2,Uneducated,Single,Unknown,Blue,18,4,1,2,23125.0,1236,21889.0,0.995,2536.0,69,0.865,0.053,Young,Existing Customer,1
58,F,2,Unknown,Married,Less than $40K,Blue,43,6,2,2,3034.0,2517,517.0,0.63,1617.0,29,1.417,0.83,Older,Existing Customer,1
33,M,2,College,Single,$80K - $120K,Blue,23,3,4,3,7081.0,1874,5207.0,0.699,2249.0,47,1.35,0.265,Young,Existing Customer,1
36,M,2,Graduate,Married,$40K - $60K,Blue,28,5,1,3,6824.0,1873,4951.0,0.563,1933.0,48,0.655,0.274,Middle-aged,Existing Customer,1
47,F,3,Doctorate,Married,Less than $40K,Blue,36,4,3,4,1438.3,772,666.3,1.451,2250.0,40,0.905,0.537,Middle-aged,Existing Customer,1
41,M,2,Graduate,Married,Less than $40K,Blue,29,3,2,2,2683.0,1738,945.0,0.745,2274.0,52,0.733,0.648,Middle-aged,Existing Customer,1
46,M,4,Graduate,Single,$60K - $80K,Blue,40,5,2,1,12280.0,985,11295.0,0.841,4263.0,70,1.0,0.08,Middle-aged,Existing Customer,1
58,M,4,Graduate,Married,$60K - $80K,Blue,36,3,2,2,14607.0,1480,13127.0,0.346,1393.0,38,0.462,0.101,Older,Existing Customer,1
53,F,1,Doctorate,Single,Less than $40K,Blue,48,4,3,3,2267.0,1469,798.0,0.716,3709.0,64,0.684,0.648,Middle-aged,Existing Customer,1
54,F,3,Unknown,Married,Less than $40K,Blue,36,6,2,4,2556.0,2260,296.0,0.487,1401.0,30,0.579,0.884,Middle-aged,Existing Customer,1
39,F,1,Uneducated,Divorced,Unknown,Blue,34,4,1,2,12512.0,666,11846.0,0.914,2995.0,60,0.875,0.053,Middle-aged,Existing Customer,1
49,M,2,Graduate,Married,$80K - $120K,Blue,39,3,2,2,11332.0,946,10386.0,0.857,3806.0,65,0.667,0.083,Middle-aged,Existing Customer,1
35,F,3,High School,Married,Less than $40K,Blue,23,3,3,4,3073.0,526,2547.0,0.702,1944.0,55,0.618,0.171,Young,Existing Customer,1
47,M,3,College,Married,$120K +,Silver,27,6,3,3,23836.25,2315,32201.0,0.599,1805.0,46,0.704,0.067,Middle-aged,Existing Customer,1
38,M,3,Graduate,Married,$60K - $80K,Blue,34,6,3,3,5323.0,2301,3022.0,0.68,1783.0,33,0.65,0.432,Middle-aged,Existing Customer,1
56,M,1,Graduate,Married,$80K - $120K,Blue,44,3,1,0,9078.0,1501,7577.0,0.51,1543.0,34,0.545,0.165,Older,Existing Customer,1
56,M,2,High School,Married,$120K +,Blue,46,4,1,3,23836.25,1347,25682.0,0.381,1302.0,27,0.421,0.05,Older,Existing Customer,1
38,M,3,High School,Single,$60K - $80K,Blue,25,5,1,4,9859.0,1305,8554.0,0.722,4345.0,72,0.674,0.132,Middle-aged,Existing Customer,1
46,M,3,College,Single,$80K - $120K,Blue,39,1,4,3,4026.0,243,3783.0,0.738,1102.0,27,0.8,0.06,Middle-aged,Attrited Customer,0
37,M,1,High School,Single,$40K - $60K,Blue,25,3,2,3,2608.0,1799,809.0,0.732,2565.0,72,0.636,0.69,Middle-aged,Existing Customer,1
63,F,0,Unknown,Married,Less than $40K,Blue,36,4,1,4,3552.0,2517,1035.0,0.465,1342.0,26,1.0,0.709,Older,Existing Customer,1
65,F,1,Graduate,Single,Less than $40K,Blue,56,6,2,2,4613.0,1619,2994.0,0.697,2328.0,62,0.722,0.351,Older,Existing Customer,1
38,M,4,College,Married,$80K - $120K,Blue,27,5,2,4,10386.0,1909,8477.0,1.43,2119.0,52,1.08,0.184,Middle-aged,Existing Customer,1
45,F,4,Doctorate,Unknown,Unknown,Silver,39,4,1,2,23836.25,1298,33218.0,0.757,1906.0,39,0.773,0.038,Middle-aged,Existing Customer,1
26,M,0,College,Single,$40K - $60K,Blue,36,5,2,3,2657.0,1611,1046.0,0.599,2349.0,41,0.464,0.606,Young,Existing Customer,1
58,F,2,Graduate,Married,Less than $40K,Blue,44,4,2,3,5031.0,1327,3704.0,0.553,1433.0,34,0.889,0.264,Older,Existing Customer,1
48,M,3,Uneducated,Married,$120K +,Blue,36,5,2,4,23836.25,787,33729.0,0.763,1312.0,32,0.6,0.023,Middle-aged,Attrited Customer,0
26,F,0,Unknown,Single,$40K - $60K,Blue,16,6,2,4,1612.0,835,777.0,0.588,2148.0,40,0.379,0.518,Young,Existing Customer,1
48,F,3,Graduate,Single,Less than $40K,Blue,43,6,2,2,2423.0,1773,650.0,0.574,2038.0,64,0.362,0.732,Middle-aged,Existing Customer,1
33,M,3,Graduate,Married,$80K - $120K,Blue,36,6,3,5,7140.0,0,7140.0,0.401,916.0,18,0.2,0.0,Young,Attrited Customer,0
62,F,0,Doctorate,Married,$40K - $60K,Blue,51,3,3,2,3377.0,948,2429.0,0.461,1407.0,44,0.467,0.281,Older,Existing Customer,1
55,M,3,Uneducated,Divorced,$80K - $120K,Blue,41,1,3,4,23836.25,2408,32108.0,0.796,1187.0,40,0.6,0.07,Middle-aged,Attrited Customer,0
40,F,2,Graduate,Single,Less than $40K,Blue,29,4,3,2,2295.0,0,2295.0,0.699,3292.0,62,0.824,0.0,Middle-aged,Existing Customer,1
46,M,2,High School,Single,$40K - $60K,Blue,41,3,3,2,3150.0,1543,1607.0,0.998,3432.0,71,0.972,0.49,Middle-aged,Existing Customer,1
58,M,1,High School,Married,$40K - $60K,Blue,36,3,2,5,2165.0,1135,1030.0,0.707,1541.0,33,0.833,0.524,Older,Existing Customer,1
47,M,2,Graduate,Unknown,$60K - $80K,Blue,34,3,2,4,4249.0,1562,2687.0,0.773,1881.0,49,0.815,0.368,Middle-aged,Existing Customer,1
50,M,2,Unknown,Divorced,$60K - $80K,Blue,41,6,1,3,2966.0,1433,1533.0,0.49,1986.0,50,0.613,0.483,Middle-aged,Existing Customer,1
53,M,1,Graduate,Married,$120K +,Blue,41,6,3,2,1612.0,744,868.0,0.636,1564.0,33,0.5,0.462,Middle-aged,Existing Customer,1
45,M,3,Graduate,Married,$60K - $80K,Blue,36,3,1,3,14593.0,1504,13089.0,0.668,3447.0,72,0.895,0.103,Middle-aged,Existing Customer,1
48,M,4,Uneducated,Single,$40K - $60K,Blue,38,6,3,2,8327.0,1551,6776.0,0.463,4428.0,82,0.822,0.186,Middle-aged,Existing Customer,1
43,M,3,Post-Graduate,Married,$60K - $80K,Gold,37,6,1,2,23836.25,1580,32936.0,0.707,4149.0,86,0.755,0.046,Middle-aged,Existing Customer,1
60,M,0,Uneducated,Married,$60K - $80K,Blue,55,6,1,2,6479.0,1393,5086.0,0.468,1618.0,47,0.958,0.215,Older,Existing Customer,1
56,M,2,High School,Married,$120K +,Blue,41,4,1,3,18442.0,1470,16972.0,0.491,1281.0,36,0.8,0.08,Older,Existing Customer,1
43,F,3,College,Married,$40K - $60K,Blue,31,5,3,2,2800.0,2517,283.0,0.816,1994.0,41,0.64,0.899,Middle-aged,Existing Customer,1
57,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,3032.0,2215,817.0,0.408,1387.0,30,0.579,0.731,Older,Existing Customer,1
52,F,1,Uneducated,Married,$40K - $60K,Blue,47,6,3,3,2151.0,1338,813.0,0.926,3446.0,58,1.0,0.622,Middle-aged,Existing Customer,1
56,F,1,Unknown,Married,Unknown,Blue,36,6,3,2,23836.25,1084,22989.0,0.847,1341.0,37,1.176,0.045,Older,Existing Customer,1
43,M,1,Graduate,Married,$80K - $120K,Blue,37,4,2,3,23836.25,321,25196.0,0.769,2508.0,44,0.294,0.013,Middle-aged,Attrited Customer,0
38,M,3,Graduate,Married,$60K - $80K,Blue,32,3,1,2,7709.0,2227,5482.0,1.295,2520.0,61,0.848,0.289,Middle-aged,Existing Customer,1
53,M,2,College,Married,$40K - $60K,Blue,33,3,3,1,4065.0,2180,1885.0,0.321,1271.0,36,0.2,0.536,Middle-aged,Existing Customer,1
52,F,1,Graduate,Divorced,Unknown,Blue,35,3,2,4,13169.0,1499,11670.0,0.603,4370.0,83,0.537,0.114,Middle-aged,Existing Customer,1
58,M,2,College,Married,$80K - $120K,Blue,44,3,2,2,11811.0,2508,9303.0,0.476,1469.0,29,0.812,0.212,Older,Existing Customer,1
34,F,3,College,Single,Less than $40K,Blue,36,3,6,1,7440.0,704,6736.0,0.551,2251.0,63,0.537,0.095,Young,Existing Customer,1
36,M,1,High School,Single,$40K - $60K,Blue,20,5,1,2,12714.0,976,11738.0,0.649,2240.0,53,0.395,0.077,Middle-aged,Existing Customer,1
55,F,0,Graduate,Single,$40K - $60K,Blue,35,5,1,3,3735.0,1978,1757.0,0.675,1749.0,41,0.577,0.53,Middle-aged,Existing Customer,1
54,M,1,Uneducated,Married,$80K - $120K,Blue,43,3,1,4,23836.25,1699,24183.0,0.428,1736.0,48,0.371,0.066,Middle-aged,Existing Customer,1
36,M,2,College,Married,$40K - $60K,Blue,36,4,3,1,3877.0,1495,2382.0,0.783,1942.0,42,0.75,0.386,Middle-aged,Existing Customer,1
35,F,2,Graduate,Single,Unknown,Blue,27,4,3,0,3280.0,1806,1474.0,0.963,2534.0,78,0.95,0.551,Young,Existing Customer,1
53,M,2,Graduate,Married,$120K +,Blue,36,5,1,3,11023.0,0,11023.0,0.539,1656.0,41,0.367,0.0,Middle-aged,Existing Customer,1
48,F,3,Graduate,Unknown,Less than $40K,Blue,36,4,2,2,6182.0,1131,5051.0,0.566,3546.0,63,0.615,0.183,Middle-aged,Existing Customer,1
37,M,3,Uneducated,Single,$40K - $60K,Blue,19,3,3,4,2186.0,1185,1001.0,0.998,2614.0,67,0.861,0.542,Middle-aged,Existing Customer,1
45,M,3,Uneducated,Single,$80K - $120K,Blue,39,3,1,0,17996.0,864,17132.0,0.597,1589.0,30,0.667,0.048,Middle-aged,Existing Customer,1
54,F,1,High School,Married,Less than $40K,Blue,43,6,2,3,2306.0,2200,106.0,0.697,2097.0,57,0.541,0.954,Middle-aged,Existing Customer,1
38,M,2,High School,Single,$60K - $80K,Silver,30,4,3,4,23836.25,1583,24973.0,0.694,3168.0,73,0.738,0.06,Middle-aged,Existing Customer,1
35,F,2,College,Married,Less than $40K,Blue,18,3,3,2,5779.0,2517,3262.0,1.201,2102.0,32,1.133,0.436,Young,Existing Customer,1
36,F,1,Uneducated,Single,Less than $40K,Blue,30,6,1,2,5494.0,2078,3416.0,0.79,2661.0,58,0.871,0.378,Middle-aged,Existing Customer,1
33,M,1,Post-Graduate,Married,$120K +,Blue,14,6,1,0,7571.0,2264,5307.0,0.696,2273.0,49,0.485,0.299,Young,Existing Customer,1
28,M,1,High School,Single,Less than $40K,Blue,14,4,3,1,2897.0,1398,1499.0,0.907,2698.0,73,0.872,0.483,Young,Existing Customer,1
36,F,2,Uneducated,Single,$40K - $60K,Blue,26,3,2,4,3131.0,2379,752.0,0.748,2315.0,63,0.853,0.76,Middle-aged,Existing Customer,1
34,F,3,College,Divorced,Less than $40K,Blue,27,3,3,2,4274.0,2517,1757.0,0.666,2257.0,54,0.8,0.589,Young,Existing Customer,1
55,M,0,Doctorate,Married,$60K - $80K,Blue,36,4,6,4,4980.0,906,4074.0,0.721,2273.0,66,0.886,0.182,Middle-aged,Existing Customer,1
61,F,0,Post-Graduate,Married,Less than $40K,Blue,48,3,3,3,3156.0,2155,1001.0,0.438,1376.0,44,0.571,0.683,Older,Existing Customer,1
44,F,2,Graduate,Married,Less than $40K,Blue,39,5,1,0,6861.0,2101,4760.0,0.464,3974.0,63,0.909,0.306,Middle-aged,Existing Customer,1
54,M,1,Graduate,Married,$80K - $120K,Blue,46,3,3,2,15554.0,2497,13057.0,1.027,2836.0,61,0.605,0.161,Middle-aged,Existing Customer,1
39,M,2,High School,Married,$80K - $120K,Blue,28,3,2,4,23836.25,1915,24655.0,1.454,2118.0,33,1.062,0.072,Middle-aged,Existing Customer,1
51,M,1,Unknown,Married,$60K - $80K,Blue,36,3,2,4,22224.0,979,21245.0,1.255,3346.0,69,1.156,0.044,Middle-aged,Existing Customer,1
47,M,2,Unknown,Single,$80K - $120K,Blue,41,6,2,4,10606.0,1713,8893.0,0.899,2694.0,61,0.906,0.162,Middle-aged,Existing Customer,1
37,F,1,High School,Married,$40K - $60K,Blue,25,4,3,4,5865.0,2517,3348.0,1.348,2623.0,47,1.35,0.429,Middle-aged,Existing Customer,1
47,F,3,Graduate,Unknown,$40K - $60K,Blue,36,5,2,3,5369.0,1854,3515.0,0.959,1898.0,50,0.786,0.345,Middle-aged,Existing Customer,1
56,M,3,Uneducated,Married,$120K +,Blue,43,5,1,5,5188.0,753,4435.0,0.591,1540.0,30,0.429,0.145,Older,Existing Customer,1
53,M,1,Graduate,Single,$80K - $120K,Blue,36,4,2,4,17742.0,1463,16279.0,0.803,3369.0,55,0.774,0.082,Middle-aged,Existing Customer,1
62,M,0,Graduate,Married,$40K - $60K,Blue,48,5,1,5,2591.0,0,2591.0,0.601,2123.0,56,0.697,0.0,Older,Existing Customer,1
58,F,3,Graduate,Married,Less than $40K,Blue,48,6,2,3,2800.0,1834,966.0,0.615,1571.0,36,0.636,0.655,Older,Existing Customer,1
57,M,1,High School,Married,$80K - $120K,Blue,36,3,2,2,6543.0,2260,4283.0,0.448,1519.0,31,0.632,0.345,Older,Existing Customer,1
54,F,1,Doctorate,Single,Unknown,Blue,36,6,3,4,23836.25,829,25224.0,0.669,2768.0,70,0.628,0.032,Middle-aged,Existing Customer,1
33,F,3,College,Single,$40K - $60K,Blue,26,6,3,5,6316.0,1344,4972.0,0.823,2401.0,71,0.732,0.213,Young,Existing Customer,1
54,F,1,Graduate,Married,Less than $40K,Blue,41,3,2,4,4658.0,588,4070.0,0.856,1351.0,30,1.5,0.126,Middle-aged,Existing Customer,1
30,M,0,Graduate,Divorced,$60K - $80K,Blue,22,3,3,3,6476.0,0,6476.0,0.551,2723.0,66,0.65,0.0,Young,Existing Customer,1
36,F,2,High School,Single,Less than $40K,Blue,36,6,2,5,8087.0,1263,6824.0,0.615,2429.0,69,0.643,0.156,Middle-aged,Existing Customer,1
60,M,2,Graduate,Married,$60K - $80K,Blue,50,3,1,2,9033.0,845,8188.0,0.663,1661.0,35,0.4,0.094,Older,Existing Customer,1
46,F,4,High School,Single,Less than $40K,Blue,28,6,3,4,3206.0,0,3206.0,1.065,3253.0,72,0.532,0.0,Middle-aged,Existing Customer,1
55,M,1,Graduate,Married,$80K - $120K,Blue,49,4,3,3,23836.25,2158,26593.0,0.536,1502.0,34,0.789,0.075,Middle-aged,Existing Customer,1
55,M,1,High School,Married,$80K - $120K,Blue,47,3,3,3,2938.0,1995,943.0,0.514,1352.0,30,0.429,0.679,Middle-aged,Existing Customer,1
31,M,0,Uneducated,Single,Less than $40K,Blue,25,5,2,2,5715.0,1741,3974.0,0.816,2324.0,67,1.03,0.305,Young,Existing Customer,1
55,F,3,Uneducated,Divorced,Less than $40K,Blue,36,3,2,1,2111.0,1209,902.0,0.594,2803.0,61,0.605,0.573,Middle-aged,Existing Customer,1
36,M,2,Post-Graduate,Single,$40K - $60K,Blue,31,3,2,5,11862.0,2282,9580.0,0.837,2576.0,74,0.85,0.192,Middle-aged,Existing Customer,1
34,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,2,2791.0,2160,631.0,0.825,2214.0,56,0.6,0.774,Young,Existing Customer,1
33,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,4,6551.0,1440,5111.0,0.629,2429.0,77,0.453,0.22,Young,Existing Customer,1
30,M,2,Post-Graduate,Single,$40K - $60K,Blue,16,5,3,5,4533.0,1977,2556.0,0.664,2679.0,69,0.605,0.436,Young,Existing Customer,1
54,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,0,1854.0,1528,326.0,0.444,1307.0,39,0.393,0.824,Middle-aged,Existing Customer,1
53,M,2,Uneducated,Married,$80K - $120K,Blue,43,6,1,3,6704.0,1354,5350.0,0.411,1331.0,30,0.364,0.202,Middle-aged,Existing Customer,1
59,M,0,Graduate,Single,$80K - $120K,Silver,36,5,3,3,23836.25,1494,33022.0,1.229,3259.0,65,0.585,0.043,Older,Existing Customer,1
41,M,2,College,Single,$120K +,Blue,32,6,3,2,5489.0,1513,3976.0,0.87,4085.0,65,0.548,0.276,Middle-aged,Existing Customer,1
45,M,3,Uneducated,Married,$40K - $60K,Blue,36,3,1,1,10619.0,607,10012.0,0.883,4074.0,65,0.477,0.057,Middle-aged,Existing Customer,1
50,F,2,Graduate,Married,Less than $40K,Blue,40,5,3,3,2481.0,1287,1194.0,0.465,1825.0,51,0.821,0.519,Middle-aged,Existing Customer,1
57,M,2,Uneducated,Married,$60K - $80K,Blue,47,4,4,1,5100.0,1970,3130.0,0.371,1032.0,26,0.368,0.386,Older,Existing Customer,1
63,M,0,Doctorate,Single,$40K - $60K,Blue,49,5,4,3,5905.0,726,5179.0,0.85,3982.0,65,0.857,0.123,Older,Existing Customer,1
35,F,3,Unknown,Single,Unknown,Blue,30,3,3,2,9293.0,0,9293.0,0.897,2314.0,59,1.034,0.0,Young,Existing Customer,1
35,M,3,Graduate,Married,$60K - $80K,Blue,25,5,3,3,5240.0,1451,3789.0,1.198,2172.0,38,0.81,0.277,Young,Existing Customer,1
53,M,3,High School,Married,$120K +,Blue,40,6,2,5,4182.0,741,3441.0,0.885,1297.0,24,1.182,0.177,Middle-aged,Existing Customer,1
33,F,4,College,Divorced,Less than $40K,Blue,24,6,2,2,9857.0,0,9857.0,0.699,3448.0,103,0.635,0.0,Young,Existing Customer,1
38,M,2,Uneducated,Married,$80K - $120K,Blue,33,3,1,4,20117.0,1226,18891.0,1.4,2906.0,58,1.0,0.061,Middle-aged,Existing Customer,1
31,M,0,High School,Divorced,Less than $40K,Blue,22,3,2,3,6012.0,0,6012.0,0.968,2801.0,72,0.674,0.0,Young,Existing Customer,1
37,M,2,Graduate,Married,$60K - $80K,Blue,27,4,2,4,6369.0,0,6369.0,1.454,2675.0,47,1.136,0.0,Middle-aged,Existing Customer,1
36,M,1,Uneducated,Single,$80K - $120K,Blue,30,4,2,5,13005.0,2152,10853.0,1.424,3023.0,53,0.767,0.165,Middle-aged,Existing Customer,1
39,F,3,Graduate,Married,Unknown,Blue,36,3,2,3,1575.0,592,983.0,0.236,644.0,15,0.154,0.376,Middle-aged,Attrited Customer,0
58,F,0,Post-Graduate,Married,Less than $40K,Blue,39,5,3,3,6679.0,1207,5472.0,0.538,1649.0,29,0.381,0.181,Older,Existing Customer,1
39,F,1,Graduate,Married,Less than $40K,Blue,34,6,3,5,6458.0,1802,4656.0,0.923,2315.0,49,0.581,0.279,Middle-aged,Existing Customer,1
61,M,0,Unknown,Single,$60K - $80K,Blue,48,3,2,4,20803.0,1446,19357.0,0.736,2073.0,43,0.654,0.07,Older,Existing Customer,1
34,M,4,Unknown,Married,$40K - $60K,Blue,26,3,2,4,5540.0,1240,4300.0,0.843,1524.0,31,0.824,0.224,Young,Existing Customer,1
55,M,3,Graduate,Married,$80K - $120K,Blue,36,4,3,4,2801.0,2403,398.0,0.884,1526.0,44,1.0,0.858,Middle-aged,Existing Customer,1
50,M,2,Uneducated,Single,Less than $40K,Blue,40,4,3,5,2419.0,2380,39.0,0.695,4099.0,73,0.659,0.984,Middle-aged,Existing Customer,1
33,M,3,High School,Single,$40K - $60K,Blue,24,6,3,3,5156.0,1427,3729.0,0.48,2057.0,54,0.421,0.277,Young,Existing Customer,1
48,F,1,High School,Married,Unknown,Blue,36,6,4,4,14228.0,1953,12275.0,0.651,1970.0,51,0.645,0.137,Middle-aged,Existing Customer,1
63,M,0,High School,Married,$80K - $120K,Blue,51,3,3,4,10257.0,1021,9236.0,0.467,1508.0,30,0.429,0.1,Older,Existing Customer,1
54,M,3,High School,Married,$40K - $60K,Blue,44,2,1,5,3032.0,0,3032.0,0.949,1037.0,14,2.5,0.0,Middle-aged,Attrited Customer,0
41,M,4,Graduate,Unknown,$60K - $80K,Blue,36,2,3,5,1438.3,312,1126.3,0.657,1786.0,26,0.733,0.217,Middle-aged,Attrited Customer,0
51,M,3,Doctorate,Married,$80K - $120K,Blue,45,5,2,4,23836.25,0,32096.0,0.766,2619.0,69,0.917,0.0,Middle-aged,Existing Customer,1
54,F,2,Graduate,Married,Unknown,Blue,46,5,3,2,3014.0,794,2220.0,0.5,1488.0,30,0.579,0.263,Middle-aged,Existing Customer,1
47,M,4,Unknown,Single,$40K - $60K,Blue,36,3,3,3,5762.0,1890,3872.0,0.938,3814.0,88,0.66,0.328,Middle-aged,Existing Customer,1
52,F,3,Post-Graduate,Single,Less than $40K,Blue,45,5,1,3,2555.0,1701,854.0,1.492,3127.0,45,1.25,0.666,Middle-aged,Existing Customer,1
34,M,5,Post-Graduate,Single,$80K - $120K,Silver,28,3,3,2,23836.25,1731,32785.0,0.605,2421.0,63,0.575,0.05,Young,Existing Customer,1
64,M,0,High School,Married,Less than $40K,Blue,54,4,3,2,2140.0,1361,779.0,0.46,1280.0,34,1.0,0.636,Older,Existing Customer,1
62,F,1,Uneducated,Married,$40K - $60K,Blue,43,3,1,1,4760.0,0,4760.0,0.564,1459.0,20,0.538,0.0,Older,Existing Customer,1
38,M,1,Graduate,Single,$80K - $120K,Blue,27,6,2,5,23836.25,1365,25007.0,1.394,2291.0,56,1.0,0.052,Middle-aged,Existing Customer,1
52,F,2,Graduate,Married,Less than $40K,Blue,43,5,2,2,8203.0,654,7549.0,0.588,2910.0,63,0.909,0.08,Middle-aged,Existing Customer,1
35,F,2,Doctorate,Married,$40K - $60K,Blue,24,5,2,3,2655.0,1527,1128.0,0.715,1921.0,26,0.444,0.575,Young,Existing Customer,1
35,M,2,Graduate,Single,$120K +,Blue,27,6,2,2,13655.0,1048,12607.0,0.509,2383.0,59,0.595,0.077,Young,Existing Customer,1
54,M,1,College,Married,$80K - $120K,Blue,48,6,1,5,12169.0,1935,10234.0,0.435,1599.0,38,0.652,0.159,Middle-aged,Existing Customer,1
35,F,3,Unknown,Single,Less than $40K,Blue,17,6,1,1,2956.0,1823,1133.0,0.969,2144.0,58,0.812,0.617,Young,Existing Customer,1
35,M,0,Doctorate,Single,$60K - $80K,Blue,18,6,2,3,2598.0,1645,953.0,0.765,2483.0,59,0.903,0.633,Young,Existing Customer,1
36,F,3,Graduate,Single,Unknown,Blue,36,5,2,2,10566.0,726,9840.0,0.893,2156.0,64,1.207,0.069,Middle-aged,Existing Customer,1
33,F,3,Graduate,Single,$40K - $60K,Blue,36,6,1,2,8232.0,2259,5973.0,1.158,2849.0,67,1.31,0.274,Young,Existing Customer,1
53,M,1,Graduate,Unknown,$60K - $80K,Silver,44,5,2,1,23836.25,680,25685.0,0.498,3411.0,68,0.789,0.026,Middle-aged,Existing Customer,1
37,F,1,Uneducated,Married,Less than $40K,Blue,29,5,3,0,4671.0,1933,2738.0,0.986,2468.0,58,0.706,0.414,Middle-aged,Existing Customer,1
35,M,3,Graduate,Married,$120K +,Blue,28,4,3,2,14869.0,0,14869.0,1.624,2753.0,48,1.087,0.0,Young,Existing Customer,1
59,M,1,Graduate,Married,$40K - $60K,Blue,36,6,2,2,2300.0,1965,335.0,0.596,1693.0,27,0.688,0.854,Older,Existing Customer,1
47,M,1,Unknown,Unknown,$80K - $120K,Blue,28,6,1,4,2797.0,1802,995.0,0.675,3525.0,63,0.75,0.644,Middle-aged,Existing Customer,1
48,F,3,High School,Single,$40K - $60K,Blue,30,5,2,1,2657.0,2115,542.0,0.688,3580.0,77,0.711,0.796,Middle-aged,Existing Customer,1
58,M,2,Uneducated,Married,$80K - $120K,Blue,46,6,1,3,9149.0,1806,7343.0,0.35,1220.0,36,0.333,0.197,Older,Existing Customer,1
55,F,2,Unknown,Married,Less than $40K,Blue,36,5,2,3,2629.0,1476,1153.0,0.537,1725.0,41,0.414,0.561,Middle-aged,Existing Customer,1
37,M,2,Graduate,Divorced,$40K - $60K,Blue,17,6,3,3,3176.0,0,3176.0,0.652,2298.0,67,0.457,0.0,Middle-aged,Existing Customer,1
57,M,2,Graduate,Married,$80K - $120K,Blue,42,6,1,0,21875.0,2517,19358.0,0.409,1327.0,31,0.409,0.115,Older,Existing Customer,1
60,M,2,High School,Married,Unknown,Blue,41,5,2,4,3007.0,1664,1343.0,0.34,1475.0,31,0.632,0.553,Older,Existing Customer,1
50,M,1,College,Married,$60K - $80K,Blue,40,4,2,4,17404.0,1745,15659.0,0.54,4491.0,78,0.66,0.1,Middle-aged,Existing Customer,1
56,M,2,High School,Married,$60K - $80K,Blue,51,5,6,3,2863.0,2517,346.0,0.583,1458.0,39,0.696,0.879,Older,Existing Customer,1
48,M,3,Graduate,Married,$60K - $80K,Gold,37,5,1,2,23836.25,2429,32087.0,0.742,3205.0,57,0.727,0.07,Middle-aged,Existing Customer,1
40,M,4,Graduate,Single,$60K - $80K,Blue,30,4,1,1,13919.0,1266,12653.0,0.438,3699.0,67,0.523,0.091,Middle-aged,Existing Customer,1
48,M,3,Graduate,Married,$80K - $120K,Blue,39,4,4,3,18672.0,2517,16155.0,0.799,1126.0,35,0.591,0.135,Middle-aged,Attrited Customer,0
50,F,1,Uneducated,Married,Less than $40K,Blue,36,6,2,2,4204.0,499,3705.0,0.635,4740.0,67,0.523,0.119,Middle-aged,Existing Customer,1
